Key,Comment,Japanese,Japanese_Steam,Traditional Chinese_Steam,English,English_Steam,Korean_Steam,Simplified Chinese_Steam
Rikka.Fallen1-33,,六花は精神を集中させ下腹部の快楽を遠ざける,六花は精神を集中させ下腹部の快楽を遠ざける,六花集中精神，將下腹部的快感推開。,Rikka focuses her mind and keeps the pleasures of her lower abdomen away.,"Rikka tried her hardest to put distance between her mind and the pleasure coming from between her legs.""",릿카는 정신을 집중시켜 하복부의 쾌락을 멀리한다,六花集中精神，将下腹部的快感推开。
,1－4,,,,,,,
Rikka.Fallen1-34,【六花】,「―――はぁ、はぁっ、これで終わり？――っこの程度なら、何時間されても私の心を折ることはできないと思うけどっ？」,「―――はぁ、はぁっ、これで終わり？――っこの程度なら、何時間されても私の心を折ることはできないと思うけどっ？」,「———哈啊，哈啊！這樣就完了？———這種程度，就算持續幾個小時，也無法擊潰我的心志！」,"""―――Ha―ha―ha, is that it? ――I don't think you could break my heart even if you did this for hours, do you?""","""...Huff, puff... Is this it? I don't think this will break me, no matter how many hours you do this to me.""","「―――하아, 하앗, 이걸로 끝이야?――윽 이 정도라면, 몇 시간 당해도 내 마음을 꺾을 수는 없을 것 같은데?」",「———哈啊，哈啊！这样就完了？———这种程度，就算持续几个小时，也无法击溃我的心志！」
,,,,,,,,
Rikka.Fallen1-35,023号,「これは貴女の性感を高めるためのただの前戯です。本番はこれからですよ」,「これは貴女の性感を高めるためのただの前戯です。本番はこれからですよ」,「這是為了提高妳的性快感而進行的只是前戲。正戲才要開始呢。」,"""This is just foreplay to enhance your sexuality. The real work is just beginning.""","""This is just foreplay to get you turned on. We're about to get started for real.",「이것은 당신의 성감을 높이기 위한 전희일 뿐입니다. 본방은 이제부터입니다」,「这是为了提高你的性快感而进行的只是前戏。正戏才要开始呢。」
,,,,,,,,
Rikka.Fallen1-36,六花,「―――ッ？！」,「―――ッ？！」,「———！？」,"""Wha...?""","""...?""",「―――윽?!」,「———！？」
,,,,,,,,
Rikka.Fallen1-37,1－5,壁から無数の突起の付いた巨大なディルドとアナルパールが現れ、六花の二穴に狙いを定める。,壁から無数の突起の付いた巨大なディルドとアナルパールが現れ、六花の二穴に狙いを定める。,牆壁上出現了無數帶有突起的巨大假陽具和肛珠，瞄準了六花的雙穴。,A huge dildo and anal pearls with numerous prongs appear from the wall and aim at Rikka's two holes.,"Anal beads and a huge dildo covered in nubs emerged from the wall, aiming at Rikka's holes.","벽에서 무수한 돌기가 달린 거대한 딜도와 애널 비즈가 나타나, 릿카의 두 구멍을 조준한다.",墙壁上出现了无数带有突起的巨大假阳具和肛珠，瞄准了六花的双穴。
,,,,,,,,
Rikka.Fallen1-38,六花,「何これっ、？！何のためにこんなのをっ！？」,「何これっ、？！何のためにこんなのをっ！？」,「這是什麼！？弄這種東西做什麼！？」,"""What is this? What the hell did you do this to me!""","""What's this? What for?!""",「뭐야 이거?! 뭐 때문에 이런 걸?!」,「这是什么！？弄这种东西做什么！？」
,,,,,,,,
Rikka.Fallen1-39,023号,「あなたを体内から絶頂させ研究するための特性の装置です。効果は我々クローンで既に実証済みです」,「あなたを体内から絶頂させ研究するための特性の装置です。効果は我々クローンで既に実証済みです」,「這是為了讓妳從體內高潮，並進行研究的特製裝置，效果已經在我們克隆人身上證實過了。」,"""It's a device with the properties to make you climax from the inside and study you. The effect has already been proven by our clones.""","""Devices that are meant to give you an orgasm from within. We've already tried this on our clones, and the results are amazing.""",「당신을 체내에서 절정시켜 연구하기 위한 특성 장치입니다. 효과는 저희 클론으로 이미 실증되었습니다」,「这是为了让你从体内高潮，并进行研究的特制装置。效果已经在我们克隆身上证实过了。」
,,,,,,,,
Rikka.Fallen1-40,六花,「――――ッ、ふざけないでっ！、私はクローンなんかとは違う、こんなの意味ないっ！」,「――――ッ、ふざけないでっ！、私はクローンなんかとは違う、こんなの意味ないっ！」,「――――！開什麼玩笑！我跟克隆人不一樣，這種東西沒有意義！」,"""I'm not a clone, this doesn't make any sense! I'm not a clone, this doesn't make any sense!""","""Stop this nonsense! I'm different from the clones! This is meaningless!""","「――――윽, 웃기지 마!, 나는 클론 따위와는 달라, 이런 건 의미 없어!」",「――――！开什么玩笑！我跟克隆不一样，这种东西没有意义！」
,,,,,,,,
Rikka.Fallen1-41,023号,「そうですね、私達としてもオリジナルが我々クローンと違いどの様な反応を示すか興味があります」,「そうですね、私達としてもオリジナルが我々クローンと違いどの様な反応を示すか興味があります」,「是啊，我們也很想知道原型和我們克隆人有什麼不同的反應。」,"""Yes, we are interested to see how the originals react to our clones.""","""You might be right. We're very interested in finding out if the original will respond to this differently than the clones.""","「그렇군요, 저희로서도 오리지널이 저희 클론과 달리 어떤 반응을 보일지 흥미롭습니다」",「是啊，我们也很想知道原型和我们克隆有什么不同的反应。」
,,,,,,,,
Rikka.Fallen1-42,六花,「！聖核戦姫を舐めないでっ！私はクローンとは違うっ！」,「！聖核戦姫を舐めないでっ！私はクローンとは違うっ！」,「！別小看聖核戰姬！我跟克隆人不一樣！」,"""! Don't lick the Seikaku Princess! I am not a clone!""","""Don't underestimate the Holy Core Battlemaidens! I'm not my clones!""",「! 성핵전희를 얕보지 마! 나는 클론과는 달라!」,「！别小看圣核战姬！我跟克隆不一样！」
,,,,,,,,
Rikka.Fallen1-43,023号,「そうですか。では早速実験を行います、オリジナルがどれだけ耐えられるか楽しみですね」,「そうですか。では早速実験を行います、オリジナルがどれだけ耐えられるか楽しみですね」,「是嗎。那麼我們立刻進行實驗。我很期待原型能承受多久。」,"""I see. Well then, we'll do a quick experiment, and I look forward to seeing how well the original holds up.""","""We'll just have to find out, won't we? I would love to see how long the original can hold out.""","「그렇습니까. 그럼 즉시 실험을 하겠습니다, 오리지널이 얼마나 견딜 수 있을지 기대되는군요」",「是吗。那么我们立刻进行实验。我很期待原型能承受多久。」
,,,,,,,,
Rikka.Fallen1-44,六花,「っ、こんなおもちゃ、私には全然っ――――――」,「っ、こんなおもちゃ、私には全然っ――――――」,「！這種玩具，對我來說根本不——————」,"""I'm not at all interested in these toys. ――――――""","""These toys won't work...""","「윽, 이런 장난감, 나에게는 전혀――――――」",「！这种玩具，对我来说根本不——————」
,,,,,,,,
Rikka.Fallen1-45,1－6,ズブウゥゥゥウッッッ！！！,ズブウゥゥゥウッッッ！！！,滋噗嗚嗚嗚嗚！,Zvuuuuuuhhh!!!,Spppppp!,즈브우우우우웃!!!,滋噗呜呜呜呜！
,,,,,,,,
Rikka.Fallen1-46,六花,「ひぎっいっっ！！！♥♥、お゛お゛っ！！♥、」,「ひぎっいっっ！！！♥♥、お゛お゛っ！！♥、」,「嗚給！！♥♥，嗚喔！！♥！」,"""HIGGITY!!!! ♥♥, oh―oh―oh―oh―oh―oh―oh―oh―oh―oh―oh―oh! ♥♥♥♥!""","""Hgggnnniiiii!♥ Ohhhhh♥♥""","「히기잇!!!♥♥, 오옷 오옷 읏!!♥,」",「呜给！！♥♥，呜喔！！♥！」
,,,,,,,,
Rikka.Fallen1-47,,念入りに撫でられて敏感になった六花の二穴にディルドが一気に挿入される,念入りに撫でられて敏感になった六花の二穴にディルドが一気に挿入される,假陽具一下子插入了被仔細撫摸而變得敏感的六花的雙穴內。,A dildo is inserted into Rikka's two sensitive holes all at once after being carefully stroked.,"The dildo and the anal beads impaled Rikka's holes, which were sensitive from the foreplay.",꼼꼼히 애무받아 민감해진 릿카의 두 구멍에 딜도가 단숨에 삽입된다,假阳具一下子插入了被仔细抚摸而变得敏感的六花的双穴内。
,1－8,,,,,,,
Rikka.Fallen1-48,六花,「お゛お゛っ♥、お゛っ♥、おお゛っ！？」,「お゛お゛っ♥、お゛っ♥、おお゛っ！？」,「嗚喔！♥，嗚！♥，嗚喔！？」,"""Ooooh ♥, ooooh ♥, ooooh ♥!""","""Ohhh♥♥ Ohh♥♥ OHHH♥""","「오옷 오옷 읏♥, 오옷 읏♥, 오오옷 읏!?」",「呜喔！♥，呜！♥，呜喔！？」
,,,,,,,,
Rikka.Fallen1-49,,体内に強烈な性感と同時に、激しい圧迫感と異物感が襲い掛かる,体内に強烈な性感と同時に、激しい圧迫感と異物感が襲い掛かる,強烈的性快感，同時伴隨著劇烈的壓迫感和異物感襲擊著六花的身體。,"Intense sexual sensation in the body and at the same time, intense pressure and foreign body sensation attack the body.","In addition to sexual pleasure, she was also overwhelmed by the feeling of pressure and having foreign objects inside her.","체내에 강렬한 성감과 동시에, 격렬한 압박감과 이물감이 덮친다",强烈的性快感，同时伴随着剧烈的压迫感和异物感袭击着六花的身体。
,,,,,,,,
Rikka.Fallen1-50,023号,「おやおや、挿入しただけでイッたのですか？これではクローンの中でも最短ですよ？」,「おやおや、挿入しただけでイッたのですか？これではクローンの中でも最短ですよ？」,「哎呀呀，只是插入就高潮了嗎？這在克隆人裡也是最快的喔？」,"""'Oh dear, did you come just by inserting it? That makes you the shortest of all the clones, doesn't it?""","""You came from just insertion? That's even faster than the fastest clone!""","「어이어이, 삽입한 것만으로 가버린 겁니까? 이러면 클론 중에서도 최단 기록입니다?」",「哎呀呀，只是插入就高潮了吗？这在克隆里也是最短的喔？」
,1－7,,,,,,,
Rikka.Fallen1-51,六花,「そんなわけがっ！、イ゛っ、イッてないッ♥！私はこんなのでっ！」,「そんなわけがっ！、イ゛っ、イッてないッ♥！私はこんなのでっ！」,「怎麼可能！嗚，我沒高潮！♥！我才不會被這種東西！」,"""No, of course not! I didn't come! I didn't come like this!""","""No! I... I haven't come yet! I...""","「그럴 리가!, 어 , 없어♥! 나는 이런 걸로!」",「怎么可能！呜，我没高潮！♥！我才不会被这种东西！」
,,,,,,,,
