Key,Comment,Japanese,Japanese_Steam,Traditional Chinese_Steam,English,English_Steam,Korean_Steam,Simplified Chinese_Steam
,,,,,,,,
Kei.Fallen1-20,,「もしかしたら誰かがやり過ぎちまうかもなぁ？」,「もしかしたら誰かがやり過ぎちまうかもなぁ？」,「搞不好會有人玩過火也說不定呢？」,"""Maybe someone will overdo it?""","""Maybe someone might go too far, you know?""",「어쩌면 누군가가 너무 심하게 할지도 모르겠군?」,「搞不好会有人玩过火也说不定呢？」
,,,,,,,,
Kei.Fallen1-21,京,「…ああ、流石に私もちょっと身震いがするよ」,「…ああ、流石に私もちょっと身震いがするよ」,「……啊，連我都稍微打了個冷顫呢。」,"""...Oh, I shudder a little too, even for a quicksilver.""","""...Yeah, even I'm trembling a bit.""","「…아아, 나도 좀 몸서리쳐지는군」",「……啊，连我都稍微打了个冷颤呢。」
,,,,,,,,
Kei.Fallen1-22,,「……しかし流石にこれだけの……ペニス…に囲まれていると少し恥ずかしいね」,「……しかし流石にこれだけの……ペニス…に囲まれていると少し恥ずかしいね」,「……不過被這麼多陰莖……圍著，還是會有點害羞呢。」,"""......But it's a little embarrassing to be surrounded by so many ......penises... in quicksand.""","""...But being surrounded by this many... penises... is a bit embarrassing.""",「……하지만 아무리 그래도 이렇게 많은…… 페니스…에 둘러싸여 있으니 조금 부끄럽네」,「……不过被这么多阴茎……围着，还是会有点害羞呢。」
,,,,,,,,
Kei.Fallen1-23,戦闘員,「はずかしいだぁ？これから何百本もチンポを相手をするんだぞ、そんなこと言ってる場合か？」,「はずかしいだぁ？これから何百本もチンポを相手をするんだぞ、そんなこと言ってる場合か？」,「害羞？妳接下來要應付幾百根陽具，還有時間說這種話嗎？」,"""Embarrassing? You're going to be dealing with hundreds of cocks, is this really the time to be talking like that?""","""Embarrassed? You're about to handle hundreds of dicks, is this really the time for that?""","「부끄럽다고? 이제부터 몇 백 개의 자지를 상대해야 하는데, 그런 말 할 때인가?」",「害羞？你接下来要应付几百根阳具，还有时间说这种话吗？」
,,,,,,,,
Kei.Fallen1-24,,京は拘束を解かれ、目の前に何本ものチンポが差し出される,京は拘束を解かれ、目の前に何本ものチンポが差し出される,京的拘束被解開，好幾根陽具伸到她的面前。,Kei is released from his restraints and several cocks are presented in front of him,"Kei's restraints were removed, and multiple dicks were shoved in her face.","케이는 구속이 풀리고, 눈앞에 여러 개의 자지가 내밀어진다",京的拘束被解开，好几根阳具伸到她的面前。
,Kei darkness 1-3,,,,,,,
Kei.Fallen1-25,京,「うっ…、なるほど、実際に触るとこんな感じか…」,「うっ…、なるほど、実際に触るとこんな感じか…」,「唔……原來如此，實際摸起來是這種感覺嗎……」,"""Ugh...I see...so this is what it actually feels like to touch...""","""Ugh... I see, so this is what it feels like to actually touch one...""","「윽…, 과연, 실제로 만져보면 이런 느낌인가…」",「唔……原来如此，实际摸起来是这种感觉吗……」
,,,,,,,,
Kei.Fallen1-26,,「硬いようで弾力のある…そして焼けるように熱い…不思議な感触だ」,「硬いようで弾力のある…そして焼けるように熱い…不思議な感触だ」,「看似堅硬卻有彈性……而且熱得像要燒起來一樣……真是不可思議的觸感。」,"""It's hard and resilient... and searing hot... a strange sensation.""","""Hard yet elastic... and burning hot... such a strange sensation.""",「단단한 것 같으면서도 탄력이 있고… 그리고 타는 듯이 뜨겁고… 신기한 감촉이야」,「看似坚硬却有弹性……而且热得像要烧起来一样……真是不可思议的触感。」
,,,,,,,,
Kei.Fallen1-27,戦闘員,「お前ならこれからどうすればいいか分かってるよなぁ？」,「お前ならこれからどうすればいいか分かってるよなぁ？」,「妳應該知道接下來該怎麼做吧？」,"""You know what to do now, don't you?""","""You know what you need to do next, right?""",「너라면 이제부터 뭘 해야 할지 알고 있겠지?」,「你应该知道接下来该怎么做吧？」
,,,,,,,,
Kei.Fallen1-28,京,「…ああ、もちろんだ」,「…ああ、もちろんだ」,「……啊，當然。」,"""...Yeah, of course.""","""...Yeah, of course.""","「…아아, 물론이다」",「……啊，当然。」
,,,,,,,,
Kei.Fallen1-29,,「ペニスに繰り返し摩擦刺激を与えて自律神経を活性化させ、精液を排出させればいいのだろう？」,「ペニスに繰り返し摩擦刺激を与えて自律神経を活性化させ、精液を排出させればいいのだろう？」,「就是對陰莖反覆摩擦刺激，活化自律神經，排出精液吧？」,"""'I suppose we could give repeated frictional stimulation to the penis to activate the autonomic nervous system and get it to expel semen?'""","""I need to repeatedly apply frictional stimulation to the penis to activate the autonomic nervous system and cause semen discharge, right?""","「페니스에 반복적으로 마찰 자극을 주어 자율 신경을 활성화시켜, 정액을 배출시키면 되는 거겠지?」",「就是对阴茎反复摩擦刺激，活化自律神经，排出精液吧？」
,,,,,,,,
Kei.Fallen1-30,,「私からしたら全く理解できないが…恐らく生物学的に合理的な方法なんだろう」,「私からしたら全く理解できないが…恐らく生物学的に合理的な方法なんだろう」,「對我來說完全無法理解……但這或許是生物學上合理的方法吧。」,"""From my point of view, I don't understand it at all... but perhaps it's a biologically rational way of doing things.""","""From my perspective, I don't understand it at all... but it's probably a biologically rational method.""",「나로서는 전혀 이해할 수 없지만… 아마 생물학적으로 합리적인 방법이겠지」,「对我来说完全无法理解……但这或许是生物学上合理的方法吧。」
,,,,,,,,
Kei.Fallen1-31,戦闘員,「なにを訳の分からないことを言っていやがる？」,「なにを訳の分からないことを言っていやがる？」,「妳在說什麼鬼話？」,"""What the hell are you talking about?""","""What the hell are you babbling about?""",「무슨 말도 안 되는 소리를 하는 거야?」,「你在说什么鬼话？」
,,,,,,,,
Kei.Fallen1-32,,「それとペニスじゃねえ、チンポだ！わかったらとっとと始めろ！」,「それとペニスじゃねえ、チンポだ！わかったらとっとと始めろ！」,「還有，那不叫陰莖，叫陽具！懂了就快點開始！」,"""And it ain't a penis, it's a dick! Get on with it!""","""And it's not 'penis,' it's dick! Now that you understand, get started!""","「그리고 페니스가 아니야, 자지다! 알았으면 빨리 시작해!」",「还有，那不叫阴茎，叫阳具！懂了就快点开始！」
,,,,,,,,
Kei.Fallen1-33,京,「うっ、わかった…ではまず…チンポ…を握って…」,「うっ、わかった…ではまず…チンポ…を握って…」,「唔，我知道了……那麼首先……抓住陽具……」,"""Ugh, okay...so first...grab...your...dick...""","""Ugh, got it... So first... I grip the... dick...""","「윽, 알았다… 그럼 우선… 자지…를 잡고…」",「唔、我知道了……那么首先……抓住阳具……」
,,,,,,,,
Kei.Fallen1-34,,京は両手にチンポを握り、慣れない手つきで上下させる,京は両手にチンポを握り、慣れない手つきで上下させる,京雙手握住陽具，以生疏的手勢上下套弄。,Kei grips his cock in both hands and moves it up and down with an unaccustomed hand.,Kei gripped dicks in both hands and moved them up and down with inexperienced motions.,"케이는 양손에 자지를 쥐고, 익숙하지 않은 손놀림으로 위아래로 움직인다",京双手握住阳具，以生疏的手势上下套弄。
,,,,,,,,
Kei.Fallen1-35,,コスッ…、コスッ…,コスッ…、コスッ…,摩擦…摩擦…,"Koss..., Koss...","Rub, rub...",코슷… 코슷…,摩擦…、摩擦…
,,,,,,,,
Kei.Fallen1-36,戦闘員,「おいおいなんだその手つきは？ふざけてるのか？」,「おいおいなんだその手つきは？ふざけてるのか？」,「喂喂，妳那是什麼手法？在開玩笑嗎？」,"""Whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa. Are you kidding me?""","""Hey, what's with that clumsy technique! Are you an elementary schooler?!""",「어이어이 뭐야 그 손놀림은? 장난치는 건가?」,「喂喂，你那是什么手法？在开玩笑吗？」
,,,,,,,,
Kei.Fallen1-37,京,「っ、まちたまえっ、初めてなんだ、すぐにできるわけがないだろう？！」,「っ、まちたまえっ、初めてなんだ、すぐにできるわけがないだろう？！」,「等一下，這可是我的第一次，不可能馬上就會吧？！」,"""I've never done this before, how could I do it so quickly?""","""Ugh... It can't be helped since this is my first time...""","「윽, 기다려줘, 처음이란 말이야, 바로 할 수 있을 리 없잖아?!」",「可恶、等一下、这可是我的第一次，不可能马上就会吧？！」
,,,,,,,,
Kei.Fallen1-38,京,「っ、こう…か？いや、もっと…」,「っ、こう…か？いや、もっと…」,「這樣……嗎？不對，再更……」,"""Like this...? No, more like...""","""L-like this...? No, more...""","「윽, 이렇게…인가? 아니, 더…」",「可恶、这样……吗？不对、再更……」
,,,,,,,,
Kei.Fallen1-39,,コスッ、コスッ、コスッ,コスッ、コスッ、コスッ,摩擦、摩擦、摩擦,"Koss, koss, koss.","Rub, rub, rub","코슷, 코슷, 코슷",摩擦、摩擦、摩擦
,,,,,,,,
Kei.Fallen1-40,戦闘員,「……ったく、頭は良くてもこっちは全然だめだなぁ？」,「……ったく、頭は良くてもこっちは全然だめだなぁ？」,「……真是的，頭腦好歸好，但這方面完全不行啊？」,"""......, you're so smart, but not at all this way, huh?""","""...Geez, you may be smart but you're totally useless at this, huh?""","「……정말, 머리는 좋아도 이쪽은 전혀 안 되는군?」",「……真是的，头脑好归好，但这方面完全不行啊？」
,,,,,,,,
Kei.Fallen1-41,京,「……！、本当にこれで精液が出るのか！？全く想像がつかないんだが！」,「……！、本当にこれで精液が出るのか！？全く想像がつかないんだが！」,「……！真的這樣就能射出精液嗎！？我完全無法想像啊！」,"""......! I can't believe that this is really going to produce semen! I can't imagine that at all!""","""...! Will this really make semen come out?! I can't imagine it at all!","「……!, 정말 이걸로 정액이 나오는 건가!? 전혀 상상이 안 가는데!」",「……！真的这样就能射出精液吗！？我完全无法想像啊！」
,,,,,,,,
Kei.Fallen1-42,戦闘員,「じれってえ、俺が直接教えてやる、オラッ、口開けろ！」,「じれってえ、俺が直接教えてやる、オラッ、口開けろ！」,「真讓人心急，我來直接教妳，喂，把嘴張開！」,"""I'll tell you in person.""","""This is frustrating, I'll teach you directly. Come on, open your mouth!""","「답답하네, 내가 직접 가르쳐주지, 자! 입 벌려!」",「真让人心急，我来直接教你，喂，把嘴张开！」
,Kei darkness 1-4,,,,,,,
Kei.Fallen1-43,,一人の戦闘員が京の口にチンポを突っ込む,一人の戦闘員が京の口にチンポを突っ込む,一名戰鬥員將陽具塞進京的嘴裡。,One fighter puts his cock in Kei's mouth.,One of the soldiers shoved his dick into Kei's mouth.,한 명의 전투원이 케이의 입에 자지를 쑤셔 넣는다,一名战斗员将阳具塞进京的嘴里。
,,,,,,,,
Kei.Fallen1-44,京,「む゛っ！？」,「む゛っ！？」,「唔！」,"""Mwah!""","""Mmph?!""",「읍옷 !?」,「唔！」
,,,,,,,,
Kei.Fallen1-45,戦闘員,「チッ、コイツ口小さくて先端しか入らねえな」,「チッ、コイツ口小さくて先端しか入らねえな」,「嘖，這傢伙嘴巴太小了，只有前端進得去。」,"""Damn, his mouth is so small, only the tip goes in.""","""Tch, her mouth's so small only the tip fits.""","「칫, 이 녀석 입 작아서 끝부분밖에 안 들어가네」",「啧，这家伙嘴巴太小了，只能进去阳具头。」
,,,,,,,,
Kei.Fallen1-46,京,「グムッ、ん゛ん゛っ！」,「グムッ、ん゛ん゛っ！」,「唔、嗯嗯！」,"""Gummmm, dang!""","""Gmph, mmph!""","「크음, 응옷 응옷 윽!」",「唔、嗯嗯！」
,,,,,,,,
Kei.Fallen1-47,戦闘員,「どうやってチンポ扱くのか教えてやる！オラッ」,「どうやってチンポ扱くのか教えてやる！オラッ」,「我來告訴妳怎麼玩弄陽具！喂！」,"""I'll show you how to handle your dick! Oh, fuck.""","""I'll teach you how to handle a dick! Here!""",「어떻게 자지 흔드는지 가르쳐주지! 자!」,「我来告诉你怎么玩弄阳具！喂！」
,,,,,,,,
Kei.Fallen1-48,,戦闘員は京の頭をつかみ腰を振り始める,戦闘員は京の頭をつかみ腰を振り始める,戰鬥員抓住京的頭，開始搖動腰部。,The combatant grabs Kei's head and starts shaking his hips.,The soldier grabbed Kei's head and began thrusting his hips,전투원은 케이의 머리를 잡고 허리를 흔들기 시작한다,战斗员抓住京的头，开始摇动腰部。
,,,,,,,,
Kei.Fallen1-49,,ジュプッ、ジュプッ、パチュッ,ジュプッ、ジュプッ、パチュッ,咕啵、咕啵、啪啾,"Jup, jup, pattu.","Schlup, schlup, squelch","쥬풋, 쥬풋, 파츗",咕啵、咕啵、啪啾
,,,,,,,,
Kei.Fallen1-50,京,「む゛っ、ん゛ん゛っ～～～～！？」,「む゛っ、ん゛ん゛っ～～～～！？」,「唔、嗯嗯～～～～！？」,"""Mwah, mwah, mwah, ～～～～!""","""Mmph, mmmph?!""","「읍옷 , 응옷 응옷 윽~~~~!?」",「唔、嗯嗯～～～～！？」
,,,,,,,,
Kei.Fallen1-51,戦闘員,「ハハッ、コイツ口がちいせえからチンポに吸い付くぞ！」,「ハハッ、コイツ口がちいせえからチンポに吸い付くぞ！」,「哈哈，這傢伙嘴巴小，會緊緊吸住陽具！」,"""Hahaha, he's got a big mouth, he's gonna suck my dick!""","""Haha, her small mouth is wrapped tight around my dick!""",「하핫! 이 녀석 입 작아서 자지에 달라붙네!」,「哈哈，这家伙嘴巴小，会紧紧吸住阳具！」
,,,,,,,,
Kei.Fallen1-52,京,「ん゛ん゛っ！グパッ、―――まへ゛っ！、いきがっ！」,「ん゛ん゛っ！グパッ、―――まへ゛っ！、いきがっ！」,「嗯嗯！嘩啦―――等等！快不能呼吸了！」,"""D―D―D―D―D. G―p―pa―aaah! Breathe!""","""Mmph! Gasp—Wait! I can't breathe!""","「응옷 응옷 윽! 크팟, ―――자해!, 숨이!」",「嗯嗯！哗啦、―――可恶！我、我快不能呼吸了！」
,,,,,,,,
Kei.Fallen1-53,戦闘員,「ああ？知ったことか！お前は射精させることだけ考えてりゃいいんだよ！」,「ああ？知ったことか！お前は射精させることだけ考えてりゃいいんだよ！」,「啊？關我什麼事！妳只要專心讓我射精就好了！」,"""Oh?"" I don't care! All you need to think about is making me ejaculate!""","""Huh? Like I care! All you need to think about is making me come!""",「아아? 알 바 아니야! 너는 사정시키는 것만 생각하면 돼!」,「啊？关我什么事！你只要专心让它射精就好了！」
,,,,,,,,
Kei.Fallen1-54,,ジュプッ、チュプッ、ジュプッ！,ジュプッ、チュプッ、ジュプッ！,咕啵、啾啵、咕啵！,"Jup, chup, jup!","Schlup, slurp, schlup!","쥬풋, 츄풋, 쥬풋!",咕啵、啾啵、咕啵！
,,,,,,,,
Kei.Fallen1-55,京,「ん゛ん゛っ～～～っ！！、ん゛ん゛っ！！」,「ん゛ん゛っ～～～っ！！、ん゛ん゛っ！！」,「嗯嗯～～～！！嗯嗯！！」,"""¡n゛―！！！！！ D―D―D―D―D―D!!!""","""Mmmmph!! Mmph!!""","「응옷 응옷 윽~~~윽!!, 응옷 응옷 윽!!」",「嗯嗯～～～！！、嗯嗯！！」
,,,,,,,,
Kei.Fallen1-56,,(ぐっ、こんな速度で扱くものなのかっ！？),(ぐっ、こんな速度で扱くものなのかっ！？),(咕，是要用這種速度套弄嗎！？),"(Gosh, is it possible to handle it at such a speed?)","(Ugh, is this the speed you're supposed to stroke it?!)","(크윽, 이런 속도로 흔드는 건가!?)",(可恶、是要用这种速度套弄吗！？)
,,,,,,,,
Kei.Fallen1-57,,パチュッ！、パチュッ！、パチュッ！,パチュッ！、パチュッ！、パチュッ！,啪啾！啪啾！啪啾！,Patchu! Patchu! Patchoo!,Squelch! Squelch! Squelch!,"파츗!, 파츗!, 파츗!",啪啾！、啪啾！、啪啾！
,,,,,,,,
Kei.Fallen1-58,戦闘員,「オラッ、そろそろ出してやるっ！全部飲み込めっ！」,「オラッ、そろそろ出してやるっ！全部飲み込めっ！」,「喂！差不多要射出來了！全部吞下去！」,"""I'm about to let you out! Swallow it all!""","""Here, I'm gonna come soon! Swallow it all!""",「자! 슬슬 싸줄게! 전부 삼켜!」,「喂！差不多要射出来了！全部吞下去！」
,,,,,,,,
Kei.Fallen1-59,京,「ん゛ん゛っ！？ん゛っ！」,「ん゛ん゛っ！？ん゛っ！」,「嗯嗯！嗯！」,"""D―D―D―D―D―D―D? ""D―B―B―Y!""","""Mmph?! Mmph!""",「응옷 응옷 윽!? 응옷 윽!」,「嗯嗯！嗯！」
,,,,,,,,
Kei.Fallen1-60,,(まてっ、心の準備がっ！、っそもそも飲んで大丈夫なのか！？),(まてっ、心の準備がっ！、っそもそも飲んで大丈夫なのか！？),(等一下，我還沒做好心理準備！而且吞下去真的沒問題嗎！？),"(Wait, I'm not prepared for this! Is it safe to drink in the first place?)","(Wait, I'm not mentally prepared! Is it even safe to swallow?!)","(잠깐, 마음의 준비가!, 윽 애초에 마셔도 괜찮은 건가!?)",(等一下、我还没做好心理准备！而且、吞下去真的没问题吗！？)
,,,,,,,,
Kei.Fallen1-61,Kei darkness 1-5,その瞬間、戦闘員のチンポが激しく脈動し、京の口の中に精液が放たれる,その瞬間、戦闘員のチンポが激しく脈動し、京の口の中に精液が放たれる,就在這瞬間，戰鬥員的陽具劇烈脈動，精液射進了京的嘴裡。,"At that moment, the fighter's cock pulsates violently and semen is released into Kei's mouth!","At that moment, the soldier's dick pulsated violently and shot his semen into Kei's mouth.","그 순간, 전투원의 자지가 격렬하게 맥동하며, 케이의 입안에 정액이 방출된다",就在这瞬间，战斗员的阳具剧烈脉动，精液射进了京的嘴里。
,,,,,,,,
Kei.Fallen1-62,,ドビュッ！、ビュルルルッルッ！,ドビュッ！、ビュルルルッルッ！,咚！咻嚕嚕嚕嚕！,Dobruh! Doburrrrrrrrrrr!,Spurt! Splurrrt!,"도븃!, 뷰르르르릇르릇!",咚！、咻噜噜噜噜！
,,,,,,,,
Kei.Fallen1-63,京,「ん゛ん゛っ！？ん゛っ～～～！！！？」,「ん゛ん゛っ！？ん゛っ～～～！！！？」,「嗯嗯！嗯～～～！！！？」,"""D―D―D―D―D―D! dd~~~!!!!!!!""","""Mmph?! Mmmmmph?!""",「응옷 응옷 윽!? 응옷 윽~~~!!!?」,「嗯嗯！嗯～～～！！！？」
,,,,,,,,
Kei.Fallen1-64,戦闘員,「コイツッ、全部飲めって言ったのに漏らしやがってッ！」,「コイツッ、全部飲めって言ったのに漏らしやがってッ！」,「這傢伙，叫妳全吞下去竟然還漏出來！」,"""I told you to drink it all and you shit your pants!""","""Hey! I told you to swallow it all but you're spilling it!""","「이 자식!, 전부 마시라고 했는데 흘리고 있잖아!」",「这家伙、叫你全吞下去竟然还漏出来！」
,,,,,,,,
Kei.Fallen1-65,,「ゴプッ、ブピュッ、ん゛ん゛っ～～～！？」,「ゴプッ、ブピュッ、ん゛ん゛っ～～～！？」,「咳、噗滋、嗯嗯～～～！？」,"""Gobble, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup!""","""Glup, splurt Mmmph?!""","「곱, 부퓻, 응옷 응옷 윽~~~!?」",「咳、噗滋、嗯嗯～～～！？」
,,,,,,,,
Kei.Fallen1-66,,(―――うあ、まっずっ！しかも喉に絡みついてっ！？),(―――うあ、まっずっ！しかも喉に絡みついてっ！？),(―――嗚啊，好難吃！而且還卡在喉嚨裡！？),"(―――Ugh, mazuzu! And it's tangled around my throat!)","(—Ugh, it tastes awful! And it's sticking to my throat?!)","(―――으아, 맛없어! 게다가 목에 달라붙어서!?)",(―――呜啊，好难吃！而且还卡在喉咙里！？)
,,,,,,,,
Kei.Fallen1-67,,(こんなもの飲み続けてたら体力が持たないっ),(こんなもの飲み続けてたら体力が持たないっ),(一直吞這種東西，體力會撐不住的。),"(If I keep drinking this stuff, I won't have the strength.)",(I'm not going to last very long if I keep swallowing this stuff),(이런 걸 계속 마시면 체력이 버티지 못해),(一直吞这种东西，体力会撑不住的。)
,,,,,,,,
