Key,Comment,Japanese,Japanese_Steam,Traditional Chinese_Steam,English,English_Steam,Korean_Steam,Simplified Chinese_Steam
,,,,,,,,
Dialog.Chapter6-20,セントラルタワー,セントラルタワー内部にて,セントラルタワー内部にて,中央塔內部,Inside the Central Tower,Inside Central Tower,센트럴 타워 내부에서,中央塔内部
,,,,,,,,
Dialog.Chapter6-21,京(闇堕ち),「逃走中の聖核戦姫の位置情報を送信したよ」,「逃走中の聖核戦姫の位置情報を送信したよ」,「已經把正在逃走的那幾名聖核戰姫的位置發送出去了。」,"""I'm sending you the location of the Seikaku Princess on the run.""","""I've sent the location data for the fleeing Holy Core Battlemaiden.""",「도주 중인 성핵전희의 위치 정보를 송신했어」,「已经把正在逃走的那几名圣核战姫的位置发送出去了。」
,,,,,,,,
Dialog.Chapter6-22,,「この子は中の上レベルの聖核戦姫ってとこかな…クローン戦闘員3人いれば確実に制圧できるね」,「この子は中の上レベルの聖核戦姫ってとこかな…クローン戦闘員3人いれば確実に制圧できるね」,「這位大概算是中上水準的聖核戰姫吧……派三名克隆戰鬥員過去就可以穩穩拿下。」,"""I'd say she's an upper―medium level Seikaku Princess...three clone fighters would certainly be enough to take control of her.""","""This one's about mid-to-upper tier for a Holy Core Battlemaiden... Three clone soldiers should be enough to subdue her for sure.""",「그녀는 중상급 레벨의 성핵전희 정도려나… 클론 전투원 3명 있으면 확실히 제압할 수 있겠네」,「这位大概算是中上水准的圣核战姫吧……派三名克隆战斗员过去就可以稳稳拿下。」
,,,,,,,,
Dialog.Chapter6-23,京(闇堕ち),「…よし、平行してこっちの系統も制圧完了…と」,「…よし、平行してこっちの系統も制圧完了…と」,「……好，同步一下這邊的系統也全部制壓完成。」,"""...Okay, we've got this system under control in parallel...""","""Alright, I've completed control of this system in parallel...""","「…좋아, 병행해서 이쪽 계통도 제압 완료…」",「……好，同步一下这边的系统也全部制压完成。」
,,,,,,,,
Dialog.Chapter6-24,,「これで都市圏のロボット治安維持システムは完全にこっちのコントロール下だね」,「これで都市圏のロボット治安維持システムは完全にこっちのコントロール下だね」,「這樣一來，都市內的機器人和治安維持系統就完全在我們的掌控之中。」,"""Now we have complete control of the city's robotic security system.""","""Now the metropolitan robot security system is completely under our control.""",「이걸로 도시권의 로봇 치안 유지 시스템은 완전히 이쪽의 통제 하야」,「这样一来，都市内的机器人和治安维持系统就完全在我们的掌控之中。」
,,,,,,,,
Dialog.Chapter6-25,,「監視カメラシステムも掌握したし後は――――」,「監視カメラシステムも掌握したし後は――――」,「監視攝影機系統也接管了，接下來就是――――」,"""We've got the surveillance camera system, and now we just need to go to ――――.""","""I've also seized the surveillance camera system, so all that's left is...""",「감시 카메라 시스템도 장악했고 다음은――――」,「监视摄影机系统也接管了，接下来就是――――」
,,,,,,,,
Dialog.Chapter6-26,,「あった、これが聖核戦姫達の戸籍記録だ」,「あった、これが聖核戦姫達の戸籍記録だ」,「找到了，這就是所有聖核戰姫的戶籍紀錄。」,"""Here it is... the family registry records of the Seikaku Princesses.""","""Found it! These are the registration records of the Holy Core Battlemaidens.""","「찾았다, 이게 성핵전희들의 호적 기록이구나」",「找到了，这就是所有圣核战姫的户籍纪录。」
,,,,,,,,
Dialog.Chapter6-27,,「――――聖核戦姫は全員我々の管理下になるからね、一匹も逃がさないよ」,「――――聖核戦姫は全員我々の管理下になるからね、一匹も逃がさないよ」,「――今後所有聖核戰姫都會被納入我們的管理，一個都別想逃掉。」,"""―――― all the Seikaku Princesses will be under our control, and we won't let a single one of them escape.'""","""All Holy Core Battlemaidens will be under our control. We won't let a single one get away.""","「――――성핵전희는 전원 우리의 관리 아래에 놓이게 될 테니까, 한 마리도 놓치지 않아」",「――今后所有圣核战姫都会被纳入我们的管理，一个都别想逃掉。」
,,,,,,,,
,,,,,,,,
Dialog.Chapter6-28,背景　戦場,聖核戦姫海外支部にて,ホーリーコア・レギオン海外支部にて,聖核軍團海外支部,At the Overseas Branch of the Seikaku Princess,At the Holy Core Legion overseas branch,홀리코어 레기온 해외 지부에서,圣核军团海外支部
,,,,,,,,
Dialog.Chapter6-29,,ガキンッ、ガキンッ！,ガキンッ、ガキンッ！,鏘！鏘！,"Clunk, clunk!",CLANG! CLANG!,"카킹, 카킹!",锵！锵！
,,,,,,,,
Dialog.Chapter6-30,モブ聖核戦姫3,「コード：オブシディアン、いえっ…八雲那由多ッ！目を覚ましなさいッ！」,「コード：オブシディアン、っ…八雲那由多ッ！目を覚ませッ！」,「代號：黑曜的聖核戰姫，八雲那由多！給我清醒一點！」,"""Code: Obsidian, yep...Yakumo Nayuta! Wake up!""","""Code: Obsidian... Nayuta Yagumo! Snap out of it!""","「코드: 옵시디언, 윽… 야쿠모 나유타! 정신 차려!」",「代号：黑曜的圣核战姫，八云那由多！给我清醒一点！」
,,,,,,,,
Dialog.Chapter6-31,那由多(闇堕ち),「おやおや…どなたでしょうか？」,「おやおや…どなたでしょうか？」,「哎呀呀……這位是？」,"""Oh, well... who is it?""","""Oh my... who might you be?""",「어머어머… 누구십니까?」,「哎呀呀……这位是？」
,,,,,,,,
Dialog.Chapter6-32,モブ聖核戦姫3,「っ、覚えていないはずがないでしょう！何度も一緒に戦ったのにッ！」,「っ、覚えていないとは言わせんっ！貴様は私のライバルで…」,「別跟我說妳不記得！妳可是我的宿敵――」,"""How could I not remember? We fought together so many times!""","""Don't tell me you don't remember! You're my rival, and...""","「윽, 기억 못 한다고는 하지 않겠지! 네 녀석은 나의 라이벌이고…」",「别跟我说妳不记得！妳可是我的宿敌――」
,,,,,,,,
Dialog.Chapter6-33,那由多,「…ああ、コード：ダイヤモンドですか。あなたは昔は良く私に突っかかってきましたね」,「…ああ、コード：ダイヤモンドですか。あなたは昔は良く私に突っかかってきましたね」,「……啊啊，是代號：鑽石吧。妳以前很常衝過來找我挑戰呢。」,"""...Oh, code: diamond. You used to poke me a lot.""","""Ah, Code: Diamond. You used to pick fights with me quite often in the past.""","「…아아, 코드: 다이아몬드입니까. 당신은 옛날에 자주 저에게 시비를 걸어왔죠」",「……啊啊，是代号：钻石吧。妳以前很常冲过来找我挑战呢。」
,,,,,,,,
Dialog.Chapter6-34,モブ聖核戦姫3,「っ、何があったか知りませんがッ！いくら貴女とて見過ごせませんッ！」,「っ、何があったか知らないがっ！いくら貴様とて見過ごせんッ！」,「哼，不管妳身上發生了什麼！就算是妳，我也不可能坐視不管！」,"""I don't know what happened! I don't know what happened, but I can't overlook it, even if it was you!""","""I don't know what happened to you, but I can't overlook this, even from you!""","「윽, 무슨 일이 있었는지 모르겠지만! 아무리 네 녀석이라도 간과할 수 없다!」",「哼，不管妳身上发生了什么！就算是妳，我也不可能坐视不管！」
,,,,,,,,
Dialog.Chapter6-35,モブ聖核戦姫3,「今日こそ！貴女をここで止めて見せますッ―――――ッ！？」,「貴様はここで止めさせてもらう、容赦はしないッ―――――ッ！？」,「我就在這裡讓妳停手，別妄想我會留情――！！」,"""Today is the day! I will stop you right here ―――――!""","""I'll stop you here! I won't show mercy...?!""","「네 녀석은 여기서 막겠다, 용서는 없다―――――윽!?」",「我就在这里让妳停手，别妄想我会留情――！！」
,,,,,,,,
Dialog.Chapter6-36,,ガンッッッ！、バキャッ！！！,ガンッッッ！、バキャッ！！！,砰！！喀嚓！！！,GUNSHOT! Bakkak!,BANG! CRACK!!!,"쾅!, 바갹!!!",砰！！喀嚓！！！
,,,,,,,,
Dialog.Chapter6-37,,那由多の斬撃で聖核戦姫の武器が砕け散る,那由多の斬撃で聖核戦姫の武器が砕け散る,那由多的一記斬擊，將對方武器整個劈得粉碎。,Nayuta's slash shatters the weapons of the Seikaku Princess.,Nayuta's slash shattered the Holy Core Battlemaiden's weapon.,나유타의 참격으로 성핵전희의 무기가 부서져 흩어진다,那由多的一记斩击，将对方武器整个劈得粉碎。
,,,,,,,,
Dialog.Chapter6-38,モブ聖核戦姫3,「ガハッ…！？」,「ガハッ…！？」,「嘎啊……！？」,"""Gah...!""","""Gahh...?!""",「커헉…!?」,「嘎啊……！？」
,,,,,,,,
Dialog.Chapter6-39,那由多,「今更貴女程度では…改造手術を受けた私の敵ではありません」,「今更貴女程度では…改造手術を受けた私の敵ではありません」,「以妳這種程度……根本不可能是接受過改造手術後的我的對手。」,"""You are no match for me now that I've undergone the conversion surgery.""","""Someone at your level now... you're no match for me after my enhancement surgery.""",「이제 와서 당신 정도로는… 개조 수술을 받은 저의 적이 아닙니다」,「以妳这种程度……根本不可能是接受过改造手术后的我的对手。」
,,,,,,,,
Dialog.Chapter6-40,モブ聖核戦姫,「なっ……こんなこと…が…！？」,「なっ……こんなこと…が…！？」,「怎……怎麼會……！」,"""What... is... happening...?""","""What... how could this...?!""",「뭣…… 이런 일이… 어째서…!?」,「怎……怎么会……！」
,,,,,,,,
Dialog.Chapter6-41,那由多,「コード：ダイヤモンドの無力化を確認。戦闘員、連れて行きなさい」,「コード：ダイヤモンドの無力化を確認。戦闘員、連れて行きなさい」,「確認代號：鑽石已喪失戰鬥力。戰鬥員，把她帶下去。」,"""Code: Diamond neutralized. Combatant, take him out.""","""Code: Diamond neutralization confirmed. Soldiers, take her away.""","「코드: 다이아몬드의 무력화를 확인. 전투원, 데려가십시오」",「确认代号：钻石已丧失战斗力。战斗员，把她带下去。」
,,,,,,,,
Dialog.Chapter6-42,那由多,「…よく考えればダイヤモンドよりも強い聖核戦姫はいませんね」,「…よく考えればダイヤモンドよりも強い聖核戦姫はいませんね」,「……仔細想想，已經沒有比鑽石更強的聖核戰姫了呢。」,"""...On second thought, there's no one more powerful than Diamond, the Seikaku Princess.""","""Come to think of it, there are no Holy Core Battlemaidens stronger than Diamond.""",「…잘 생각해 보니 다이아몬드보다 강한 성핵전희는 없군요」,「……仔细想想，已经没有比钻石更强的圣核战姫了呢。」
,,,,,,,,
Dialog.Chapter6-43,那由多,「少しは楽しめるかと思っていたのですが…やれやれ、情けない限りです」,「少しは楽しめるかと思っていたのですが…やれやれ、情けない限りです」,「本來還以為多少能玩得盡興一點……真是的，實在讓人失望。」,"""I thought I might enjoy it a little bit, but...oh dear, it's just pathetic.""","""I thought I might enjoy this a little... Good grief, how disappointing.""","「조금은 즐길 수 있을까 생각했습니다만… 이런이런, 한심하기 짝이 없군요」",「本来还以为多少能玩得尽兴一点……真是的，实在让人失望。」
,,,,,,,,
Dialog.Chapter6-44,那由多,「まあ、残りは消化試合ですが…とっとと捕獲してしまいましょう」,「まあ、残りは消化試合ですが…とっとと捕獲してしまいましょう」,「算了，剩下的也只是餘興罷了，趕快全部捕獲吧。」,"""Well, the rest of the game is a digestion game...but let's capture them quickly.""","""Well, the rest are just formalities... They'll be caught in the blink of an eye.""","「뭐, 나머지는 소화 시합입니다만… 빨리 포획해버리도록 하죠」",「算了，剩下的也只是余兴罢了，赶快全部捕获吧。」
,,,,,,,,
,,,,,,,,
Dialog.Chapter6-45,背景　燃える生徒会室,聖月生徒会執務室にて,ホーリーコア・レギオン司令部にて,聖核軍團司令部,In the office of the Seigetsu Student Council,At the Holy Core Legion Command Center...,홀리코어 레기온 사령부에서,圣核军团司令部
,,,,,,,,
Dialog.Chapter6-46,クローン×3,ドゴンッ！ドゴォォォンッ！,ドゴンッ！ドゴォォォンッ！,轟！轟隆！！,Doggone! Doggone!,BOOM! BOOOOM!,두쾅! 두콰아아앙!,轰！轰隆！！
,,,,,,,,
Dialog.Chapter6-47,,聖核戦姫達の集まる聖月女学園は財団による激しい攻撃を受けていた,聖核戦姫達の集まる司令部は財団による激しい攻撃を受けていた,聚集了眾多聖核戰姫的司令部，正遭受財團猛烈的攻擊。,"Seigetsu Girl Academy, where the Seikaku Princesses gather, was under heavy attack by the Foundation.",The Command Center where the Holy Core Battlemaidens had gathered was under fierce attack by the Foundation.,성핵전희들이 모이는 사령부는 재단에 의한 격렬한 공격을 받고 있었다,聚集了众多圣核战姫的司令部，正遭受财团猛烈的攻击。
,,,,,,,,
Dialog.Chapter6-48,モブ聖核戦姫1,「皆さん頑張ってください！ここは聖核戦姫の最後の砦…必ず守り抜きましょう！」,「皆さん頑張ってください！ここは聖核戦姫の最後の砦…必ず守り抜きましょう！」,「各位請撐住！這裡是聖核戰姫最後的堡壘……一定要守下來！」,"""Good luck to all of you! This is the last stronghold of the Seikaku Princess...we must defend it!""","""Everyone do your best! This is the Holy Core Battlemaidens' last stronghold... we must defend it!""",「여러분 힘내십시오! 여기는 성핵전희의 마지막 보루… 반드시 지켜냅시다!」,「各位请撑住！这里是圣核战姫最后的堡垒……一定要守下来！」
,,,,,,,,
Dialog.Chapter6-49,モブ聖核戦姫1,(この戦闘員たちは強力ですが…！ここには上級レベルの聖核戦姫が集まっています！),(この戦闘員たちは強力ですが…！ここには上級レベルの聖核戦姫が集まっています！),（這些戰鬥員確實很強……！但這裡聚集的，都是高階等級的聖核戰姫！）,(These fighters are powerful...! There is a group of advanced level Seikaku warriors here!),(These soldiers are powerful... but the most powerful Holy Core Battlemaidens are gathered here!),(이 전투원들은 강력하지만…! 여기에는 상급 레벨의 성핵전희가 모여 있습니다!),（这些战斗员确实很强……！但这里聚集的，都是高阶等级的圣核战姫！）
,,,,,,,,
Dialog.Chapter6-50,,(聖核戦姫の子達のため…絶対負けられません！),(他の聖核戦姫の達のため…平和のため…絶対負けられません！),（為了其他聖核戰姫……為了和平……我們絕對不能輸！）,(For the sake of the children of the Seikaku Princess...we will never lose!),(For the other Holy Core Battlemaidens... for peace... we absolutely cannot lose!),(다른 성핵전희들을 위해… 평화를 위해… 절대 질 수 없습니다!),（为了其他圣核战姫……为了和平……我们绝对不能输！）
,,,,,,,,
Dialog.Chapter6-51,,ドゴォォォンッ！,ドゴォォォンッ！,轟隆！！,Doggone!,BOOOOM!,두콰아아앙!,轰隆！！
,,,,,,,,
Dialog.Chapter6-52,,轟音が鳴り、一人の聖核戦姫が吹き飛ばされる,轟音が鳴り、一人の聖核戦姫が吹き飛ばされる,一聲巨響，一名聖核戰姫被震飛出去。,A roar rings out and one Seikaku Princess is blown away,A thunderous roar echoed as a Holy Core Battlemaiden was blown away.,"굉음이 울리고, 한 명의 성핵전희가 날아간다",一声巨响，一名圣核战姫被震飞出去。
,,,,,,,,
Dialog.Chapter6-53,モブ聖核戦姫1,「な…なんですかっ！？」,「な…なんですかっ！？」,「什……什麼！？」,"""What...why?""","""Wh-What was that!?""",「뭣… 무엇입니까!」,「什……什么！？」
,,,,,,,,
Dialog.Chapter6-54,エレナ,「…………ふう、この場所は久しぶりですね」,「…………ふう、この場所は久しぶりですね」,「…………呼，好久沒回這個地方了呢。」,"""'............ wind, it's been a while since I've been in this place.'""","""...Phew, it's been a while since I've been to this place.""","「…………후우, 이 장소는 오랜만이군요」",「…………呼，好久没回这个地方了呢。」
,,,,,,,,
Dialog.Chapter6-55,モブ聖核戦姫1,「っ……！、え…エレナ先輩………ッ！」,「っ……！、え…エレナ先輩………ッ！」,「……！艾、艾蓮娜前輩………！」,"""っっCOPY00! Erena senior .........!""","""...! E-Elena...!""","「윽……!, 에… 엘레나 선배………윽!」",「……！艾、艾莲娜前辈………！」
,,,,,,,,
Dialog.Chapter6-56,エレナ,「上位の聖核戦姫が10名ほどですか…まあさっさと制圧してしまいましょう」,「上位の聖核戦姫が10名ほどですか…まあさっさと制圧してしまいましょう」,「上位聖核戰姫大概有十名左右嗎……那就乾脆利落全部制壓吧。」,"""About 10 top―ranked Seikaku princesses...well, let's just get them over the top.""","""About ten high-ranking Holy Core Battlemaidens? Well, that's not going to take very long.""",「상위 성핵전희가 10명 정도입니까… 뭐 빨리 제압해 버리죠」,「上位圣核战姫大概有十名左右吗……那就干脆利落全部制压吧。」
,,,,,,,,
Dialog.Chapter6-57,モブ聖核戦姫1,「っ、エレナ先輩！目を覚ましてください！」,「っ、エレナ先輩！目を覚ましてください！」,「艾蓮娜前輩！請妳清醒過來！」,"""I said, ""Erena senior! Please wake up!""","""Elena! Please wake up!""","「윽, 엘레나 선배! 정신 차리십시오!」",「艾莲娜前辈！请妳清醒过来！」
,,,,,,,,
Dialog.Chapter6-58,エレナ,「……はて、誰でしょうか？」,「……はて、誰でしょうか？」,「……嗯？妳是誰？」,"""...... Hah, who is it?""","""Hmm, who might you be?""","「……흠, 누구시죠?」",「……嗯？妳是谁？」
,,,,,,,,
Dialog.Chapter6-59,モブ聖核戦姫1,「私ですッ！生徒会の書記の…！いつも一緒に仕事をして…！」,「私ですッ！司令部の書記の…！いつも一緒に仕事をして…！」,「是我啊！司令部的書記……！一直以來都和妳一起工作……！」,"""It's me! I'm the secretary of the student council...! We always work together...!""","""It's me! The Command Center secretary... We always worked together!""",「저입니다! 사령부 서기의…! 언제나 함께 일했던…!」,「是我啊！司令部的书记……！一直以来都和妳一起工作……！」
,,,,,,,,
Dialog.Chapter6-60,モブ聖核戦姫1,「貴女は私の憧れだったのに…！何でこんな事をっ！」,「貴女は私の憧れだったのに…！何でこんな事をっ！」,「妳一直是我憧憬的對象……！為什麼會變成這樣！」,"""You were my dream girl...! Why did you do this to me?""","""You were my inspiration! Why are you doing this!""",「당신은 제 동경이었는데…! 왜 이런 짓을!」,「妳一直是我憧憬的对象……！为什么会变成这样！」
,,,,,,,,
Dialog.Chapter6-61,エレナ,「生徒会書記の……ああ、コード：ヒスイですね。いましたねそんなのも」,「司令部書記の……ああ、コード：ヒスイですね。いましたねそんなのも…」,「司令部書記……啊啊，代號：翡翠吧。原來妳還在啊。」,"""The student council secretary's ...... Oh, code: jade. There was such a thing, wasn't there?""","""The Command Center secretary... ah, Code: Hisui. There was someone like that...""","「사령부 서기의…… 아아, 코드: 히스이군요. 있었죠 그런 것도…」",「司令部书记……啊啊，代号：翡翠吧。原来妳还在啊。」
,,,,,,,,
Dialog.Chapter6-62,モブ聖核戦姫1,「っ！、真面目で責任感の強かった副会長のあなたが何故っ！」,「っ！、真面目で責任感の強かった副司令のあなたが何故っ！」,「！明明曾經那麼認真、有責任感的副司令，妳怎麼會――！」,"""Why? Why are you so serious and responsible as the vice president?""","""You were our serious and responsible Deputy Commander... Why would you do this?""","「윽!, 성실하고 책임감 강했던 부사령관인 당신이 어째서!」",「！明明曾经那么认真、有责任感的副司令，妳怎么会――！」
,,,,,,,,
Dialog.Chapter6-63,エレナ,「ええ、もう既に終わったこと……今となってはどうでもいい話です」,「ええ、もう既に終わったこと……今となってはどうでもいい話です」,「那都已經是結束的事了……現在那些已經無所謂了。」,"""Yes, it's already done ...... and it doesn't matter now.""","""Yes, that's already over... it's irrelevant now.""","「네네, 이미 끝난 일…… 이제 와서는 아무래도 좋은 이야기입니다」",「那都已经是结束的事了……现在那些已经无所谓了。」
,,,,,,,,
Dialog.Chapter6-64,モブ聖核戦姫1,「っ、どうでもよくありませんっ！私が絶対に貴女の目を覚まさせます！覚悟してください！」,「っ、どうでもよくありませんっ！私が絶対に貴女の目を覚まさせます！覚悟してください！」,「不，一點也無所謂不了！我一定要讓妳恢復原樣！做好覺悟吧！」,"""I don't care! I will definitely wake you up! You must be ready!""","""It's not irrelevant! I'll definitely wake you up! Prepare yourself!""","「윽, 아무래도 좋지 않습니다! 제가 반드시 당신의 정신을 차리게 하겠습니다! 각오하십시오!」",「不，一点也无所谓不了！我一定要让妳恢复原样！做好觉悟吧！」
,,,,,,,,
,,戦闘開始,戦闘開始,,戦闘開始,Combat Starts,전투 시작,
,,,,,,,,
,,戦闘終了,戦闘終了,,戦闘終了,Combat Ends,전투 종료,
,燃える生徒会室,,,,,,,
